Authors,Title,Journal,Year,Host subfamily,Host genus,Host species,Virus subfamily,Virus genus,Virus strain or sequence,Tissue tested?,nSamples,nPositive,Prevalence,Detection type,Study type,Detection method,Detection method specific,Gene/Antigen Target,Sample type,Isolation successful,Country,State or Region,Site,Latitude,Longitude,SamplingYear,SamplingMonth,StartYear,StartMonth,EndYear,EndMonth,Season,Notes
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,NA,dobsonia,moluccensis,NA,NA,NA,liver,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,NA,dobsonia,sp.,NA,NA,NA,liver,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,NA,dobsonia,sp.,NA,NA,NA,oral,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,NA,dobsonia,sp.,NA,NA,NA,rectum,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,NA,dobsonia,viridis,NA,NA,NA,liver,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,NA,dobsonia,viridis,NA,NA,NA,rectum,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,rousettinae,eonycteris,spelaea,NA,NA,NA,liver,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,west kalimantan,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,macroglossusinae,macroglossus,minimus,NA,NA,NA,liver,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,central sulawesi,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,macroglossusinae,macroglossus,minimus,NA,NA,NA,rectum,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,central sulawesi,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,macroglossusinae,macroglossus,minimus,NA,NA,NA,liver,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,nyctimene,sp.,NA,NA,NA,liver,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,nyctimene,sp.,NA,NA,NA,oral,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,nyctimene,sp.,NA,NA,NA,rectum,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,liver,11,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,central sulawesi,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,lung,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,central sulawesi,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,oral,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,central sulawesi,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,rectum,5,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,central sulawesi,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,liver,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,gorontalo,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,oral,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,gorontalo,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,alecto,NA,NA,NA,rectum,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,gorontalo,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,chrysoproctus,NA,NA,NA,kidney,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,chrysoproctus,NA,NA,NA,liver,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,chrysoproctus,NA,NA,NA,lung,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,chrysoproctus,NA,NA,NA,oral,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,chrysoproctus,NA,NA,NA,rectum,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,chrysoproctus,NA,NA,NA,small intestine,4,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,kidney,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,liver,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,lung,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,rectum,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,small intestine,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,liver,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,sangihe islands,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,oral,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,sangihe islands,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,hypomelanus,NA,NA,NA,rectum,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,sangihe islands,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,lombocensis,NA,NA,NA,kidney,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,lombok,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,lombocensis,NA,NA,NA,liver,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,lombok,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,lombocensis,NA,NA,NA,lung,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,lombok,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,lombocensis,NA,NA,NA,oral,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,lombok,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,lombocensis,NA,NA,NA,rectum,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,lombok,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,lombocensis,NA,NA,NA,small intestine,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,lombok,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,ocularis,NA,NA,NA,kidney,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,ocularis,NA,NA,NA,liver,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,ocularis,NA,NA,NA,lung,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,ocularis,NA,NA,NA,oral,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,ocularis,NA,NA,NA,rectum,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,ocularis,NA,NA,NA,small intestine,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,temminckii,NA,NA,NA,kidney,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,temminckii,NA,NA,NA,liver,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,temminckii,NA,NA,NA,lung,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,temminckii,NA,NA,NA,oral,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,temminckii,NA,NA,NA,rectum,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,temminckii,NA,NA,NA,small intestine,3,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,maluku,seram,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,oral,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,bali,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,rectum,1,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,bali,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,kidney,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,liver,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,lung,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,tissue,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,oral,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
"Tsang, SM; Low, DHW; Wiantoro, S; Smith, I; Jayakumar, J; Simmons, NB; Vijaykrishna, D; Lohman, DJ; Mendenhall, IH","Detection of Tioman Virus in Pteropus vampyrus Near Flores, Indonesia",viruses,2021,pteropodinae,pteropus,vampyrus,NA,NA,NA,rectum,2,0,,single,cross-sectional,PCR,hemi-nested PCR,L,swab,NA,indonesia,east java,NA,,,NA,NA,2012,NA,2014,NA,NA,
